Subject	Session	Age	Handedness	Sex	vision	langue.RESP	condition[Block]	color[Block]	target[Block]	Target.RT[Block]	condition[LogLevel5]	Running[LogLevel5]	color[LogLevel5]	target[LogLevel5]	congruence	Target.RT[LogLevel5]	Accuracy	Type d'erreur
13	1	21	right	female	normal	2	NULL	NULL	NULL	NULL	Neutral	Neutral2	237,137,10	plan	NULL	553	1	
13	1	21	right	female	normal	2	NULL	NULL	NULL	NULL	Neutral	Neutral2	yellow	cheval	NULL	625	1	
13	1	21	right	female	normal	2	NULL	NULL	NULL	NULL	Neutral	Neutral2	yellow	route	NULL	500	1	
13	1	21	right	female	normal	2	NULL	NULL	NULL	NULL	Color	Color2	205,0,0	rouge	Congruent	603	1	
13	1	21	right	female	normal	2	NULL	NULL	NULL	NULL	Color	Color2	237,137,10	jaune	Incongruent	595	0	jaune
13	1	21	right	female	normal	2	NULL	NULL	NULL	NULL	Color	Color2	88,41,0	jaune	Incongruent	670	1	
13	1	21	right	female	normal	2	NULL	NULL	NULL	NULL	Color	Color2	205,0,0	vert	Incongruent	1004	1	
13	1	21	right	female	normal	2	NULL	NULL	NULL	NULL	Color	Color2	0,205,0	vert	Congruent	558	1	
13	1	21	right	female	normal	2	NULL	NULL	NULL	NULL	Color	Color2	88,41,0	orange	Incongruent	671	1	
13	1	21	right	female	normal	2	NULL	NULL	NULL	NULL	Color	Color2	237,137,10	vert	Incongruent	649	0	vert
13	1	21	right	female	normal	2	NULL	NULL	NULL	NULL	Color	Color2	blue	marron	Incongruent	1017	1	
13	1	21	right	female	normal	2	NULL	NULL	NULL	NULL	Color	Color2	237,137,10	orange	Congruent	574	1	
13	1	21	right	female	normal	2	NULL	NULL	NULL	NULL	Color	Color2	blue	jaune	Incongruent	652	0	jaune
13	1	21	right	female	normal	2	NULL	NULL	NULL	NULL	Color	Color2	yellow	bleu	Incongruent	1012	1	
13	1	21	right	female	normal	2	NULL	NULL	NULL	NULL	Color	Color2	205,0,0	orange	Incongruent	693	1	
13	1	21	right	female	normal	2	NULL	NULL	NULL	NULL	Color	Color2	88,41,0	vert	Incongruent	644	1	
13	1	21	right	female	normal	2	NULL	NULL	NULL	NULL	Color	Color2	yellow	orange	Incongruent	696	1	
13	1	21	right	female	normal	2	NULL	NULL	NULL	NULL	Color	Color2	88,41,0	bleu	Incongruent	723	1	
13	1	21	right	female	normal	2	NULL	NULL	NULL	NULL	Color	Color2	237,137,10	rouge	Incongruent	640	1	
13	1	21	right	female	normal	2	NULL	NULL	NULL	NULL	Color	Color2	yellow	rouge	Incongruent	578	1	
13	1	21	right	female	normal	2	NULL	NULL	NULL	NULL	Color	Color2	0,205,0	rouge	Incongruent	699	1	
13	1	21	right	female	normal	2	NULL	NULL	NULL	NULL	Color	Color2	237,137,10	bleu	Incongruent	676	1	
13	1	21	right	female	normal	2	NULL	NULL	NULL	NULL	Color	Color2	yellow	vert	Incongruent	631	1	
13	1	21	right	female	normal	2	NULL	NULL	NULL	NULL	Color	Color2	205,0,0	bleu	Incongruent	626	1	
13	1	21	right	female	normal	2	NULL	NULL	NULL	NULL	Color	Color2	blue	vert	Incongruent	780	1	
13	1	21	right	female	normal	2	NULL	NULL	NULL	NULL	Color	Color2	blue	orange	Incongruent	649	1	
13	1	21	right	female	normal	2	NULL	NULL	NULL	NULL	Color	Color2	0,205,0	orange	Incongruent	832	1	
13	1	21	right	female	normal	2	NULL	NULL	NULL	NULL	Color	Color2	88,41,0	rouge	Incongruent	638	1	
13	1	21	right	female	normal	2	NULL	NULL	NULL	NULL	Color	Color2	blue	bleu	Congruent	614	1	
13	1	21	right	female	normal	2	NULL	NULL	NULL	NULL	Color	Color2	0,205,0	jaune	Incongruent	773	1	
13	1	21	right	female	normal	2	NULL	NULL	NULL	NULL	Color	Color2	205,0,0	marron	Incongruent	815	1	
13	1	21	right	female	normal	2	NULL	NULL	NULL	NULL	Color	Color2	yellow	marron	Incongruent	609	1	
13	1	21	right	female	normal	2	NULL	NULL	NULL	NULL	Color	Color2	0,205,0	bleu	Incongruent	566	1	
13	1	21	right	female	normal	2	NULL	NULL	NULL	NULL	Color	Color2	blue	rouge	Incongruent	651	1	
13	1	21	right	female	normal	2	NULL	NULL	NULL	NULL	Color	Color2	237,137,10	marron	Incongruent	697	1	
13	1	21	right	female	normal	2	NULL	NULL	NULL	NULL	Color	Color2	205,0,0	jaune	Incongruent	728	1	
13	1	21	right	female	normal	2	NULL	NULL	NULL	NULL	Color	Color2	yellow	jaune	Congruent	561	1	
13	1	21	right	female	normal	2	NULL	NULL	NULL	NULL	Color	Color2	88,41,0	marron	Congruent	546	1	
13	1	21	right	female	normal	2	NULL	NULL	NULL	NULL	Color	Color2	0,205,0	marron	Incongruent	730	1	
13	1	21	right	female	normal	2	NULL	NULL	NULL	NULL	Semantic	Semantic2	yellow	cacao	Incongruent	793	1	
13	1	21	right	female	normal	2	NULL	NULL	NULL	NULL	Semantic	Semantic2	0,205,0	herbe	Congruent	584	1	
13	1	21	right	female	normal	2	NULL	NULL	NULL	NULL	Semantic	Semantic2	yellow	lac	Incongruent	604	1	
13	1	21	right	female	normal	2	NULL	NULL	NULL	NULL	Semantic	Semantic2	205,0,0	cacao	Incongruent	559	1	
13	1	21	right	female	normal	2	NULL	NULL	NULL	NULL	Semantic	Semantic2	blue	fraise	Incongruent	764	1	
13	1	21	right	female	normal	2	NULL	NULL	NULL	NULL	Semantic	Semantic2	0,205,0	abricot	Incongruent	727	1	
13	1	21	right	female	normal	2	NULL	NULL	NULL	NULL	Semantic	Semantic2	blue	herbe	Incongruent	746	1	
13	1	21	right	female	normal	2	NULL	NULL	NULL	NULL	Semantic	Semantic2	88,41,0	lac	Incongruent	743	1	
13	1	21	right	female	normal	2	NULL	NULL	NULL	NULL	Semantic	Semantic2	88,41,0	cacao	Congruent	553	1	
13	1	21	right	female	normal	2	NULL	NULL	NULL	NULL	Semantic	Semantic2	205,0,0	soleil	Incongruent	817	1	
13	1	21	right	female	normal	2	NULL	NULL	NULL	NULL	Semantic	Semantic2	0,205,0	lac	Incongruent	704	1	
13	1	21	right	female	normal	2	NULL	NULL	NULL	NULL	Semantic	Semantic2	blue	abricot	Incongruent	659	1	
13	1	21	right	female	normal	2	NULL	NULL	NULL	NULL	Semantic	Semantic2	0,205,0	fraise	Incongruent	718	1	
13	1	21	right	female	normal	2	NULL	NULL	NULL	NULL	Semantic	Semantic2	yellow	herbe	Incongruent	594	1	
13	1	21	right	female	normal	2	NULL	NULL	NULL	NULL	Semantic	Semantic2	blue	lac	Congruent	651	1	
13	1	21	right	female	normal	2	NULL	NULL	NULL	NULL	Semantic	Semantic2	88,41,0	abricot	Incongruent	711	1	
13	1	21	right	female	normal	2	NULL	NULL	NULL	NULL	Semantic	Semantic2	88,41,0	fraise	Incongruent	664	1	
13	1	21	right	female	normal	2	NULL	NULL	NULL	NULL	Semantic	Semantic2	237,137,10	lac	Incongruent	751	1	
13	1	21	right	female	normal	2	NULL	NULL	NULL	NULL	Semantic	Semantic2	blue	cacao	Incongruent	657	1	
13	1	21	right	female	normal	2	NULL	NULL	NULL	NULL	Semantic	Semantic2	yellow	abricot	Incongruent	549	1	
13	1	21	right	female	normal	2	NULL	NULL	NULL	NULL	Semantic	Semantic2	yellow	soleil	Congruent	464	1	
13	1	21	right	female	normal	2	NULL	NULL	NULL	NULL	Semantic	Semantic2	205,0,0	herbe	Incongruent	604	0	bleu-rouge
13	1	21	right	female	normal	2	NULL	NULL	NULL	NULL	Semantic	Semantic2	237,137,10	fraise	Incongruent	681	1	
13	1	21	right	female	normal	2	NULL	NULL	NULL	NULL	Semantic	Semantic2	237,137,10	herbe	Incongruent	584	1	
13	1	21	right	female	normal	2	NULL	NULL	NULL	NULL	Semantic	Semantic2	yellow	fraise	Incongruent	706	1	
13	1	21	right	female	normal	2	NULL	NULL	NULL	NULL	Semantic	Semantic2	88,41,0	herbe	Incongruent	664	1	
13	1	21	right	female	normal	2	NULL	NULL	NULL	NULL	Semantic	Semantic2	205,0,0	lac	Incongruent	703	1	
13	1	21	right	female	normal	2	NULL	NULL	NULL	NULL	Semantic	Semantic2	237,137,10	soleil	Incongruent	719	1	
13	1	21	right	female	normal	2	NULL	NULL	NULL	NULL	Semantic	Semantic2	205,0,0	fraise	Congruent	553	1	
13	1	21	right	female	normal	2	NULL	NULL	NULL	NULL	Semantic	Semantic2	0,205,0	cacao	Incongruent	749	1	
13	1	21	right	female	normal	2	NULL	NULL	NULL	NULL	Semantic	Semantic2	88,41,0	soleil	Incongruent	702	1	
13	1	21	right	female	normal	2	NULL	NULL	NULL	NULL	Semantic	Semantic2	237,137,10	cacao	Incongruent	703	1	
13	1	21	right	female	normal	2	NULL	NULL	NULL	NULL	Semantic	Semantic2	205,0,0	abricot	Incongruent	1016	1	
13	1	21	right	female	normal	2	NULL	NULL	NULL	NULL	Semantic	Semantic2	blue	soleil	Incongruent	715	1	
13	1	21	right	female	normal	2	NULL	NULL	NULL	NULL	Semantic	Semantic2	237,137,10	abricot	Congruent	805	1	
13	1	21	right	female	normal	2	NULL	NULL	NULL	NULL	Semantic	Semantic2	0,205,0	soleil	Incongruent	626	1	
14	1	21	right	female	corrected	2	Training	88,41,0	clavier	1625	NULL	NULL	NULL	NULL	NULL	NULL		
14	1	21	right	female	corrected	2	Training	205,0,0	clavier	1117	NULL	NULL	NULL	NULL	NULL	NULL		
14	1	21	right	female	corrected	2	Training	205,0,0	porte	0	NULL	NULL	NULL	NULL	NULL	NULL		
14	1	21	right	female	corrected	2	Training	0,205,0	loupe	1073	NULL	NULL	NULL	NULL	NULL	NULL		
14	1	21	right	female	corrected	2	Training	blue	loupe	945	NULL	NULL	NULL	NULL	NULL	NULL		
14	1	21	right	female	corrected	2	Training	237,137,10	clavier	1318	NULL	NULL	NULL	NULL	NULL	NULL		
14	1	21	right	female	corrected	2	Training	blue	porte	931	NULL	NULL	NULL	NULL	NULL	NULL		
14	1	21	right	female	corrected	2	Training	88,41,0	loupe	1137	NULL	NULL	NULL	NULL	NULL	NULL		
14	1	21	right	female	corrected	2	Training	0,205,0	porte	872	NULL	NULL	NULL	NULL	NULL	NULL		
14	1	21	right	female	corrected	2	Training	yellow	clavier	1078	NULL	NULL	NULL	NULL	NULL	NULL		
14	1	21	right	female	corrected	2	Training	yellow	loupe	777	NULL	NULL	NULL	NULL	NULL	NULL		
14	1	21	right	female	corrected	2	Training	237,137,10	porte	1021	NULL	NULL	NULL	NULL	NULL	NULL		
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Neutral	Neutral1	237,137,10	chien	NULL	1354	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Neutral	Neutral1	237,137,10	studio	NULL	820	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Neutral	Neutral1	88,41,0	balcon	NULL	1067	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Neutral	Neutral1	yellow	balcon	NULL	3811	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Neutral	Neutral1	blue	chien	NULL	902	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Neutral	Neutral1	88,41,0	chien	NULL	1730	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Neutral	Neutral1	205,0,0	pont	NULL	901	0	rien
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Neutral	Neutral1	0,205,0	studio	NULL	1112	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Neutral	Neutral1	yellow	pont	NULL	1664	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Neutral	Neutral1	205,0,0	robe	NULL	633	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Neutral	Neutral1	blue	robe	NULL	926	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Neutral	Neutral1	yellow	studio	NULL	1384	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Neutral	Neutral1	237,137,10	train	NULL	1435	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Neutral	Neutral1	yellow	robe	NULL	2117	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Neutral	Neutral1	blue	pont	NULL	1317	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Neutral	Neutral1	237,137,10	robe	NULL	1652	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Neutral	Neutral1	yellow	train	NULL	1042	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Neutral	Neutral1	0,205,0	balcon	NULL	992	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Neutral	Neutral1	0,205,0	pont	NULL	568	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Neutral	Neutral1	88,41,0	pont	NULL	993	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Neutral	Neutral1	88,41,0	studio	NULL	725	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Neutral	Neutral1	88,41,0	train	NULL	718	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Neutral	Neutral1	205,0,0	studio	NULL	1151	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Neutral	Neutral1	205,0,0	train	NULL	712	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Neutral	Neutral1	blue	studio	NULL	1231	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Neutral	Neutral1	205,0,0	chien	NULL	778	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Neutral	Neutral1	237,137,10	pont	NULL	2314	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Neutral	Neutral1	237,137,10	balcon	NULL	655	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Neutral	Neutral1	205,0,0	balcon	NULL	1022	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Neutral	Neutral1	0,205,0	robe	NULL	881	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Neutral	Neutral1	blue	balcon	NULL	931	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Neutral	Neutral1	blue	train	NULL	728	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Neutral	Neutral1	0,205,0	train	NULL	1336	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Neutral	Neutral1	yellow	chien	NULL	1093	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Neutral	Neutral1	88,41,0	robe	NULL	939	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Neutral	Neutral1	0,205,0	chien	NULL	1016	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Semantic	Semantic1	blue	maïs	Incongruent	1243	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Semantic	Semantic1	0,205,0	maïs	Incongruent	1060	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Semantic	Semantic1	88,41,0	tomate	Incongruent	2855	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Semantic	Semantic1	yellow	maïs	Congruent	2298	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Semantic	Semantic1	205,0,0	salade	Incongruent	3721	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Semantic	Semantic1	205,0,0	maïs	Incongruent	808	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Semantic	Semantic1	205,0,0	tomate	Congruent	529	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Semantic	Semantic1	237,137,10	salade	Incongruent	1667	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Semantic	Semantic1	yellow	chocolat	Incongruent	2016	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Semantic	Semantic1	yellow	ciel	Incongruent	938	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Semantic	Semantic1	yellow	salade	Incongruent	1177	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Semantic	Semantic1	237,137,10	tomate	Incongruent	1668	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Semantic	Semantic1	88,41,0	maïs	Incongruent	1198	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Semantic	Semantic1	237,137,10	carotte	Congruent	2072	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Semantic	Semantic1	205,0,0	carotte	Incongruent	1025	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Semantic	Semantic1	205,0,0	ciel	Incongruent	694	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Semantic	Semantic1	blue	carotte	Incongruent	868	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Semantic	Semantic1	yellow	tomate	Incongruent	1353	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Semantic	Semantic1	yellow	carotte	Incongruent	1582	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Semantic	Semantic1	blue	salade	Incongruent	982	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Semantic	Semantic1	88,41,0	ciel	Incongruent	932	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Semantic	Semantic1	237,137,10	chocolat	Incongruent	1439	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Semantic	Semantic1	0,205,0	carotte	Incongruent	950	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Semantic	Semantic1	88,41,0	salade	Incongruent	1055	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Semantic	Semantic1	88,41,0	carotte	Incongruent	599	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Semantic	Semantic1	0,205,0	ciel	Incongruent	1106	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Semantic	Semantic1	237,137,10	maïs	Incongruent	1215	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Semantic	Semantic1	205,0,0	chocolat	Incongruent	1394	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Semantic	Semantic1	0,205,0	chocolat	Incongruent	1002	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Semantic	Semantic1	0,205,0	tomate	Incongruent	839	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Semantic	Semantic1	blue	ciel	Congruent	863	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Semantic	Semantic1	88,41,0	chocolat	Congruent	952	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Semantic	Semantic1	237,137,10	ciel	Incongruent	1158	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Semantic	Semantic1	blue	chocolat	Incongruent	823	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Semantic	Semantic1	0,205,0	salade	Congruent	2245	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Semantic	Semantic1	blue	tomate	Incongruent	1349	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	blue	haine	NULL	855	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	237,137,10	bombe	NULL	1300	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	yellow	haine	NULL	1344	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	0,205,0	mort	NULL	966	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	yellow	torture	NULL	1028	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	237,137,10	tumeur	NULL	1537	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	205,0,0	mort	NULL	1358	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	205,0,0	haine	NULL	1053	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	88,41,0	haine	NULL	1104	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	88,41,0	mort	NULL	790	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	0,205,0	tumeur	NULL	1047	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	205,0,0	torture	NULL	1067	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	237,137,10	torture	NULL	1302	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	0,205,0	misère	NULL	1617	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	237,137,10	mort	NULL	1792	0	jaune
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	blue	bombe	NULL	1911	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	88,41,0	torture	NULL	994	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	blue	misère	NULL	1478	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	88,41,0	misère	NULL	1252	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	0,205,0	haine	NULL	906	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	blue	torture	NULL	939	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	237,137,10	misère	NULL	1397	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	blue	tumeur	NULL	913	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	yellow	mort	NULL	1019	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	88,41,0	bombe	NULL	954	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	237,137,10	haine	NULL	1602	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	205,0,0	tumeur	NULL	829	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	205,0,0	bombe	NULL	1000	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	0,205,0	bombe	NULL	1656	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	205,0,0	misère	NULL	1866	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	yellow	misère	NULL	1635	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	88,41,0	tumeur	NULL	1192	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	yellow	tumeur	NULL	1976	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	yellow	bombe	NULL	597	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	0,205,0	torture	NULL	882	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal1	blue	mort	NULL	939	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color1	0,205,0	marron	Incongruent	969	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color1	205,0,0	marron	Incongruent	1031	0	bleu
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color1	yellow	rouge	Incongruent	863	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color1	0,205,0	rouge	Incongruent	924	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color1	yellow	vert	Incongruent	782	0	vert
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color1	237,137,10	marron	Incongruent	2972	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color1	0,205,0	bleu	Incongruent	1071	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color1	237,137,10	bleu	Incongruent	1152	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color1	yellow	bleu	Incongruent	903	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color1	yellow	jaune	Congruent	601	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color1	0,205,0	vert	Congruent	633	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color1	237,137,10	jaune	Incongruent	637	0	jaune
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color1	0,205,0	orange	Incongruent	582	0	orange
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color1	237,137,10	rouge	Incongruent	1342	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color1	205,0,0	vert	Incongruent	1516	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color1	205,0,0	bleu	Incongruent	1701	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color1	88,41,0	bleu	Incongruent	1113	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color1	blue	bleu	Congruent	955	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color1	88,41,0	jaune	Incongruent	904	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color1	blue	marron	Incongruent	1137	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color1	205,0,0	jaune	Incongruent	987	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color1	blue	rouge	Incongruent	612	0	rouge
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color1	yellow	orange	Incongruent	2158	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color1	88,41,0	rouge	Incongruent	950	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color1	88,41,0	marron	Congruent	564	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color1	237,137,10	orange	Congruent	746	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color1	88,41,0	vert	Incongruent	1462	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color1	205,0,0	rouge	Congruent	645	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color1	205,0,0	orange	Incongruent	647	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color1	yellow	marron	Incongruent	998	1	
14	1	21	right	female	corrected	2	NULL	NULL	NULL	NULL	Color	Color1	237,137,10	vert	Incongruent	1770	1	
