Subject	Session	Age	Handedness	Sex	vision	langue.RESP	condition[Block]	color[Block]	target[Block]	Target.RT[Block]	condition[LogLevel5]	Running[LogLevel5]	color[LogLevel5]	target[LogLevel5]	congruence	Target.RT[LogLevel5]	Accuracy	Type d'erreur
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Semantic	Semantic2	88,41,0	lac	Incongruent	623	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Semantic	Semantic2	88,41,0	soleil	Incongruent	1260	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Semantic	Semantic2	blue	lac	Congruent	755	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Semantic	Semantic2	blue	herbe	Incongruent	759	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Semantic	Semantic2	237,137,10	lac	Incongruent	726	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Semantic	Semantic2	205,0,0	herbe	Incongruent	863	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Semantic	Semantic2	237,137,10	cacao	Incongruent	571	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Semantic	Semantic2	237,137,10	fraise	Incongruent	616	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Semantic	Semantic2	205,0,0	fraise	Congruent	710	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Semantic	Semantic2	205,0,0	lac	Incongruent	815	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Semantic	Semantic2	0,205,0	abricot	Incongruent	803	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Semantic	Semantic2	88,41,0	abricot	Incongruent	782	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Semantic	Semantic2	blue	cacao	Incongruent	856	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Semantic	Semantic2	yellow	cacao	Incongruent	695	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Semantic	Semantic2	237,137,10	abricot	Congruent	1525	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Semantic	Semantic2	88,41,0	fraise	Incongruent	886	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Semantic	Semantic2	blue	fraise	Incongruent	704	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Semantic	Semantic2	yellow	lac	Incongruent	708	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Semantic	Semantic2	0,205,0	fraise	Incongruent	777	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Semantic	Semantic2	yellow	herbe	Incongruent	602	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Semantic	Semantic2	yellow	fraise	Incongruent	590	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Semantic	Semantic2	blue	abricot	Incongruent	555	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Semantic	Semantic2	88,41,0	herbe	Incongruent	415	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Semantic	Semantic2	blue	soleil	Incongruent	880	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Semantic	Semantic2	205,0,0	soleil	Incongruent	441	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Semantic	Semantic2	237,137,10	herbe	Incongruent	829	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Semantic	Semantic2	0,205,0	soleil	Incongruent	741	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Semantic	Semantic2	0,205,0	cacao	Incongruent	921	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Semantic	Semantic2	yellow	abricot	Incongruent	1739	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Semantic	Semantic2	yellow	soleil	Congruent	658	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Semantic	Semantic2	205,0,0	cacao	Incongruent	556	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Semantic	Semantic2	0,205,0	herbe	Congruent	526	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Semantic	Semantic2	237,137,10	soleil	Incongruent	1158	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Semantic	Semantic2	88,41,0	cacao	Congruent	787	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Semantic	Semantic2	205,0,0	abricot	Incongruent	875	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Semantic	Semantic2	0,205,0	lac	Incongruent	865	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Color	Color2	205,0,0	jaune	Incongruent	918	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Color	Color2	205,0,0	orange	Incongruent	993	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Color	Color2	blue	bleu	Congruent	408	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Color	Color2	yellow	bleu	Incongruent	800	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Color	Color2	205,0,0	rouge	Congruent	728	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Color	Color2	blue	rouge	Incongruent	965	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Color	Color2	0,205,0	marron	Incongruent	167	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Color	Color2	237,137,10	rouge	Incongruent	263	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Color	Color2	yellow	orange	Incongruent	731	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Color	Color2	0,205,0	rouge	Incongruent	779	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Color	Color2	88,41,0	vert	Incongruent	498	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Color	Color2	blue	orange	Incongruent	692	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Color	Color2	237,137,10	marron	Incongruent	1074	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Color	Color2	blue	marron	Incongruent	353	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Color	Color2	yellow	marron	Incongruent	697	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Color	Color2	blue	jaune	Incongruent	590	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Color	Color2	205,0,0	bleu	Incongruent	668	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Color	Color2	yellow	rouge	Incongruent	696	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Color	Color2	237,137,10	jaune	Incongruent	337	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Color	Color2	88,41,0	bleu	Incongruent	996	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Color	Color2	0,205,0	vert	Congruent	731	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Color	Color2	0,205,0	bleu	Incongruent	828	0	bleu
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Color	Color2	205,0,0	marron	Incongruent	871	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Color	Color2	blue	vert	Incongruent	477	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Color	Color2	0,205,0	jaune	Incongruent	1152	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Color	Color2	yellow	jaune	Congruent	726	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Color	Color2	88,41,0	orange	Incongruent	684	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Color	Color2	237,137,10	bleu	Incongruent	826	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Color	Color2	205,0,0	vert	Incongruent	768	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Color	Color2	237,137,10	orange	Congruent	982	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Color	Color2	88,41,0	rouge	Incongruent	608	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Color	Color2	88,41,0	jaune	Incongruent	845	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Color	Color2	yellow	vert	Incongruent	857	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Color	Color2	237,137,10	vert	Incongruent	1421	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Color	Color2	88,41,0	marron	Congruent	988	1	
1	1	21	right	female	normal	1	NULL	NULL	NULL	NULL	Color	Color2	0,205,0	orange	Incongruent	1020	1	
10	2	20	right	female	normal	2	Training	205,0,0	porte	777	NULL	NULL	NULL	NULL	NULL	NULL		
10	2	20	right	female	normal	2	Training	205,0,0	clavier	452	NULL	NULL	NULL	NULL	NULL	NULL		
10	2	20	right	female	normal	2	Training	0,205,0	loupe	774	NULL	NULL	NULL	NULL	NULL	NULL		
10	2	20	right	female	normal	2	Training	237,137,10	clavier	721	NULL	NULL	NULL	NULL	NULL	NULL		
10	2	20	right	female	normal	2	Training	88,41,0	clavier	655	NULL	NULL	NULL	NULL	NULL	NULL		
10	2	20	right	female	normal	2	Training	88,41,0	loupe	604	NULL	NULL	NULL	NULL	NULL	NULL		
10	2	20	right	female	normal	2	Training	237,137,10	porte	479	NULL	NULL	NULL	NULL	NULL	NULL		
10	2	20	right	female	normal	2	Training	0,205,0	porte	763	NULL	NULL	NULL	NULL	NULL	NULL		
10	2	20	right	female	normal	2	Training	blue	porte	767	NULL	NULL	NULL	NULL	NULL	NULL		
10	2	20	right	female	normal	2	Training	yellow	loupe	530	NULL	NULL	NULL	NULL	NULL	NULL		
10	2	20	right	female	normal	2	Training	blue	loupe	453	NULL	NULL	NULL	NULL	NULL	NULL		
10	2	20	right	female	normal	2	Training	yellow	clavier	718	NULL	NULL	NULL	NULL	NULL	NULL		
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Semantic	Semantic2	205,0,0	lac	Incongruent	720	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Semantic	Semantic2	blue	lac	Congruent	353	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Semantic	Semantic2	yellow	cacao	Incongruent	337	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Semantic	Semantic2	237,137,10	fraise	Incongruent	322	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Semantic	Semantic2	237,137,10	lac	Incongruent	340	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Semantic	Semantic2	88,41,0	abricot	Incongruent	312	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Semantic	Semantic2	88,41,0	soleil	Incongruent	410	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Semantic	Semantic2	0,205,0	abricot	Incongruent	288	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Semantic	Semantic2	yellow	lac	Incongruent	314	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Semantic	Semantic2	88,41,0	herbe	Incongruent	316	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Semantic	Semantic2	0,205,0	lac	Incongruent	389	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Semantic	Semantic2	yellow	soleil	Congruent	584	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Semantic	Semantic2	205,0,0	fraise	Congruent	385	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Semantic	Semantic2	237,137,10	cacao	Incongruent	538	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Semantic	Semantic2	blue	cacao	Incongruent	425	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Semantic	Semantic2	yellow	herbe	Incongruent	420	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Semantic	Semantic2	0,205,0	cacao	Incongruent	306	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Semantic	Semantic2	205,0,0	cacao	Incongruent	361	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Semantic	Semantic2	0,205,0	fraise	Incongruent	455	0	rien
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Semantic	Semantic2	88,41,0	lac	Incongruent	636	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Semantic	Semantic2	237,137,10	herbe	Incongruent	822	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Semantic	Semantic2	205,0,0	abricot	Incongruent	430	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Semantic	Semantic2	0,205,0	soleil	Incongruent	425	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Semantic	Semantic2	blue	herbe	Incongruent	478	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Semantic	Semantic2	237,137,10	soleil	Incongruent	290	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Semantic	Semantic2	blue	soleil	Incongruent	576	0	vert
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Semantic	Semantic2	blue	fraise	Incongruent	539	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Semantic	Semantic2	88,41,0	cacao	Congruent	559	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Semantic	Semantic2	205,0,0	soleil	Incongruent	473	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Semantic	Semantic2	yellow	fraise	Incongruent	549	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Semantic	Semantic2	205,0,0	herbe	Incongruent	743	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Semantic	Semantic2	88,41,0	fraise	Incongruent	491	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Semantic	Semantic2	blue	abricot	Incongruent	455	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Semantic	Semantic2	237,137,10	abricot	Congruent	324	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Semantic	Semantic2	0,205,0	herbe	Congruent	834	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Semantic	Semantic2	yellow	abricot	Incongruent	316	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	237,137,10	cadavre	NULL	386	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	blue	enfer	NULL	417	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	blue	cancer	NULL	311	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	88,41,0	cadavre	NULL	402	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	237,137,10	enfer	NULL	294	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	205,0,0	cadavre	NULL	377	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	yellow	vomi	NULL	332	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	237,137,10	vomi	NULL	384	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	yellow	tombe	NULL	373	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	blue	guerre	NULL	329	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	205,0,0	guerre	NULL	345	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	0,205,0	vomi	NULL	636	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	0,205,0	cancer	NULL	508	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	blue	tombe	NULL	438	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	88,41,0	enfer	NULL	418	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	205,0,0	vomi	NULL	541	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	0,205,0	enfer	NULL	594	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	yellow	cadavre	NULL	343	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	0,205,0	tombe	NULL	319	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	88,41,0	guerre	NULL	293	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	88,41,0	vomi	NULL	482	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	237,137,10	guerre	NULL	440	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	0,205,0	cadavre	NULL	355	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	88,41,0	tombe	NULL	390	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	88,41,0	cancer	NULL	507	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	yellow	enfer	NULL	281	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	yellow	guerre	NULL	286	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	blue	cadavre	NULL	706	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	blue	vomi	NULL	409	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	237,137,10	cancer	NULL	585	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	205,0,0	enfer	NULL	595	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	237,137,10	tombe	NULL	359	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	205,0,0	tombe	NULL	455	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	205,0,0	cancer	NULL	263	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	yellow	cancer	NULL	491	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Emotionnal	Emotionnal2	0,205,0	guerre	NULL	465	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Color	Color2	237,137,10	orange	Congruent	396	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Color	Color2	88,41,0	rouge	Incongruent	323	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Color	Color2	yellow	orange	Incongruent	320	0	orange
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Color	Color2	237,137,10	marron	Incongruent	479	0	marron
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Color	Color2	blue	rouge	Incongruent	579	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Color	Color2	205,0,0	vert	Incongruent	621	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Color	Color2	0,205,0	rouge	Incongruent	521	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Color	Color2	blue	jaune	Incongruent	505	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Color	Color2	0,205,0	bleu	Incongruent	785	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Color	Color2	blue	marron	Incongruent	538	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Color	Color2	205,0,0	jaune	Incongruent	545	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Color	Color2	237,137,10	rouge	Incongruent	784	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Color	Color2	yellow	jaune	Congruent	635	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Color	Color2	205,0,0	bleu	Incongruent	486	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Color	Color2	0,205,0	marron	Incongruent	590	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Color	Color2	yellow	vert	Incongruent	422	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Color	Color2	yellow	bleu	Incongruent	511	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Color	Color2	88,41,0	orange	Incongruent	618	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Color	Color2	88,41,0	bleu	Incongruent	530	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Color	Color2	blue	vert	Incongruent	552	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Color	Color2	88,41,0	marron	Congruent	550	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Color	Color2	88,41,0	vert	Incongruent	380	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Color	Color2	237,137,10	vert	Incongruent	470	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Color	Color2	yellow	marron	Incongruent	459	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Color	Color2	237,137,10	bleu	Incongruent	580	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Color	Color2	88,41,0	jaune	Incongruent	392	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Color	Color2	blue	orange	Incongruent	923	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Color	Color2	blue	bleu	Congruent	539	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Color	Color2	205,0,0	orange	Incongruent	539	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Color	Color2	0,205,0	vert	Congruent	654	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Color	Color2	yellow	rouge	Incongruent	919	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Color	Color2	237,137,10	jaune	Incongruent	1106	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Color	Color2	0,205,0	orange	Incongruent	817	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Color	Color2	0,205,0	jaune	Incongruent	733	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Color	Color2	205,0,0	marron	Incongruent	619	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Color	Color2	205,0,0	rouge	Congruent	644	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Neutral	Neutral2	yellow	route	NULL	724	0	rouge
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Neutral	Neutral2	237,137,10	route	NULL	444	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Neutral	Neutral2	0,205,0	plan	NULL	890	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Neutral	Neutral2	88,41,0	plan	NULL	463	0	orange
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Neutral	Neutral2	yellow	cheval	NULL	643	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Neutral	Neutral2	88,41,0	route	NULL	306	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Neutral	Neutral2	yellow	plan	NULL	594	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Neutral	Neutral2	205,0,0	livre	NULL	687	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Neutral	Neutral2	88,41,0	livre	NULL	329	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Neutral	Neutral2	88,41,0	tube	NULL	415	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Neutral	Neutral2	blue	tube	NULL	687	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Neutral	Neutral2	205,0,0	route	NULL	658	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Neutral	Neutral2	205,0,0	tube	NULL	725	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Neutral	Neutral2	yellow	casque	NULL	671	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Neutral	Neutral2	205,0,0	plan	NULL	776	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Neutral	Neutral2	blue	casque	NULL	331	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Neutral	Neutral2	blue	livre	NULL	321	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Neutral	Neutral2	yellow	livre	NULL	485	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Neutral	Neutral2	0,205,0	cheval	NULL	285	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Neutral	Neutral2	0,205,0	tube	NULL	561	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Neutral	Neutral2	0,205,0	casque	NULL	823	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Neutral	Neutral2	0,205,0	livre	NULL	410	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Neutral	Neutral2	88,41,0	cheval	NULL	569	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Neutral	Neutral2	237,137,10	plan	NULL	465	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Neutral	Neutral2	237,137,10	tube	NULL	563	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Neutral	Neutral2	yellow	tube	NULL	526	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Neutral	Neutral2	205,0,0	casque	NULL	301	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Neutral	Neutral2	237,137,10	cheval	NULL	635	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Neutral	Neutral2	205,0,0	cheval	NULL	664	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Neutral	Neutral2	237,137,10	casque	NULL	680	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Neutral	Neutral2	blue	route	NULL	650	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Neutral	Neutral2	0,205,0	route	NULL	694	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Neutral	Neutral2	blue	cheval	NULL	558	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Neutral	Neutral2	blue	plan	NULL	467	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Neutral	Neutral2	237,137,10	livre	NULL	319	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Neutral	Neutral2	88,41,0	casque	NULL	567	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Semantic	Semantic1	blue	tomate	Incongruent	507	1	
10	2	20	right	female	normal	2	NULL	NULL	NULL	NULL	Semantic	Semantic1	0,205,0	salade	Congruent	348	1	
